V1,V2,V3
unk,2007,4583
unk,2053,4644
unk,2079,4633
fib,2098,4626
end,2116,4612
mac,2147,4609
fib,2154,4596
unk,2167,4294
mac,2172,4584
cep,2195,4578
neu,2199,4606
neu,2206,4597
fib,2207,4577
neu,2221,4609
cep,2223,4554
neu,2232,4584
neu,2233,4591
neu,2238,4613
unk,2248,4548
neu,2260,4568
neu,2277,4540
unk,2279,4271
neu,2286,4567
neu,2287,4573
fib,2295,4526
mac,2298,4595
fib,2306,4519
neu,2311,4559
myo,2339,4497
mac,2339,4580
fib,2358,4575
unk,2359,4047
neu,2361,4492
fib,2368,4526
unk,2372,4483
unk,2376,4580
end,2383,4511
neu,2392,4494
unk,2396,4466
fib,2400,4533
fib,2407,4494
fib,2424,4482
neu,2427,4538
unk,2435,4456
mac,2435,4514
unk,2439,4391
unk,2443,4440
unk,2462,4424
unk,2464,4535
unk,2466,4439
nep,2473,4540
unk,2474,4453
unk,2475,4580
nep,2482,4516
neu,2484,4603
nep,2500,4559
unk,2502,4423
nep,2502,4590
cep,2507,4472
nep,2511,4513
fib,2515,4455
myo,2518,4412
nep,2527,4510
fib,2539,4400
neu,2541,4562
nep,2542,4502
unk,2542,4612
neu,2544,4555
cep,2550,4495
unk,2552,4463
nep,2552,4614
mac,2556,4621
unk,2564,4571
unk,2564,4595
neu,2574,4402
neu,2575,4572
neu,2576,4521
neu,2577,4498
neu,2582,4427
neu,2583,4603
mac,2592,4533
unk,2592,4603
unk,2596,4463
unk,2596,4573
neu,2597,4486
unk,2598,4378
unk,2599,4611
neu,2608,4630
neu,2620,4640
neu,2620,4660
nep,2623,4440
fib,2627,4382
end,2630,4397
end,2637,4478
mac,2637,4663
mac,2638,4472
nep,2639,4532
unk,2639,4598
cep,2640,4375
mac,2641,4486
end,2642,4449
neu,2644,4611
unk,2648,4354
end,2655,4452
neu,2656,4599
neu,2660,4589
neu,2661,4620
neu,2662,4382
mac,2663,4494
neu,2666,4445
neu,2667,4623
mac,2671,4671
neu,2678,4363
neu,2679,4610
neu,2680,4400
mac,2681,4487
end,2683,4562
neu,2683,4667
neu,2684,4698
unk,2690,4363
neu,2690,4646
end,2691,4526
unk,2695,4342
unk,2697,4334
neu,2697,4456
end,2702,4570
neu,2703,4455
nep,2703,4611
mac,2704,4399
mac,2704,4495
unk,2707,4343
neu,2708,4453
mac,2708,4512
end,2709,4534
unk,2711,4365
neu,2712,4712
neu,2712,4719
mac,2714,4492
neu,2714,4694
neu,2718,4656
unk,2723,4327
mac,2724,4539
end,2724,4582
neu,2728,4654
mac,2732,4519
unk,2736,4623
neu,2736,4712
neu,2742,4324
neu,2742,4652
unk,2743,4442
mac,2743,4561
mac,2743,4604
neu,2747,4538
neu,2748,4692
neu,2749,4721
unk,2751,4086
mac,2751,4496
neu,2751,4714
neu,2752,4302
neu,2752,4341
mac,2754,4623
neu,2756,4360
neu,2757,4668
mac,2758,4550
neu,2760,4320
neu,2764,4721
neu,2766,4513
neu,2766,4679
neu,2767,4537
neu,2768,4498
neu,2768,4686
neu,2769,4637
end,2770,4467
neu,2774,4607
neu,2774,4733
neu,2778,4344
neu,2779,4712
neu,2782,4321
neu,2782,4615
neu,2783,4732
end,2789,4758
cep,2791,4286
neu,2791,4295
mac,2791,4523
neu,2792,4624
neu,2795,4359
neu,2796,4345
nep,2797,4519
neu,2799,4312
neu,2799,4330
unk,2800,4696
neu,2802,4379
neu,2802,4517
neu,2806,4760
neu,2807,4723
unk,2808,4286
unk,2815,4280
neu,2824,4383
neu,2825,4756
neu,2826,4514
neu,2826,4740
unk,2832,4264
end,2832,4332
neu,2835,4435
neu,2838,4543
neu,2840,4746
neu,2843,4380
neu,2845,4513
end,2846,4475
neu,2846,4518
unk,2849,4260
mac,2849,4335
end,2850,4656
unk,2855,4071
neu,2856,4286
cep,2857,4326
unk,2860,4270
neu,2860,4518
unk,2860,4713
neu,2863,4407
neu,2863,4526
end,2866,4344
unk,2872,4254
fib,2873,4273
lym,2875,4415
unk,2876,4240
end,2876,4611
end,2876,4634
lym,2880,4430
nep,2883,4695
unk,2887,4151
end,2887,4727
neu,2888,4255
neu,2888,4409
lym,2889,4431
unk,2894,4773
end,2896,4608
neu,2900,4267
end,2902,4606
neu,2903,4550
mac,2904,4412
fib,2905,4652
neu,2907,4441
mac,2911,4705
neu,2914,4562
mac,2915,4244
unk,2916,4744
end,2918,4667
mac,2918,4710
fib,2920,4287
neu,2920,4767
mac,2923,4421
mac,2925,4354
fib,2933,4278
unk,2935,4159
cep,2940,4219
lym,2942,4691
unk,2943,4247
fib,2943,4323
mac,2945,4766
end,2948,4363
lym,2950,4263
mac,2952,4230
fib,2952,4311
neu,2960,4255
end,2960,4384
neu,2966,4736
lym,2967,4291
nep,2967,4359
neu,2967,4714
fib,2968,4340
neu,2972,4752
neu,2974,4232
fib,2974,4249
neu,2977,4279
lym,2982,4358
neu,2986,4286
nep,2987,4363
neu,2988,4730
neu,2989,4756
cep,2991,4232
lym,2991,4358
end,2991,4843
unk,2992,4200
mac,2992,4663
neu,2992,4768
neu,2998,4206
neu,2998,4277
end,2998,4352
neu,2999,4332
cep,3001,4227
unk,3003,4524
mac,3003,4673
cep,3007,4191
lym,3007,4335
mac,3013,4844
mac,3015,4270
mac,3017,4887
cep,3018,4187
neu,3018,4315
neu,3020,4761
end,3023,4349
mac,3023,4880
cep,3025,4207
neu,3027,4715
fib,3030,4238
neu,3033,4313
end,3036,4768
fib,3039,4335
end,3039,4590
unk,3040,4174
neu,3040,4876
mac,3042,4292
neu,3043,4607
neu,3044,4559
neu,3044,4722
nep,3046,4202
neu,3046,4841
fib,3048,4245
neu,3048,4551
neu,3049,4529
neu,3052,4817
lym,3053,4889
lym,3054,4634
unk,3055,4173
neu,3055,4607
unk,3055,4768
neu,3055,4850
mac,3056,4284
neu,3056,4591
end,3059,4335
unk,3063,4919
fib,3064,4308
neu,3064,4864
end,3065,4604
neu,3066,4838
unk,3068,4722
cep,3069,4268
nep,3071,4327
fib,3078,4310
fib,3086,4163
cep,3086,4235
neu,3086,4950
lym,3087,4270
unk,3088,4768
neu,3089,4774
neu,3091,4854
mac,3091,4904
neu,3094,4680
neu,3094,4931
fib,3096,4295
neu,3096,4707
end,3100,4150
mac,3104,4232
neu,3106,4728
neu,3106,4956
neu,3107,4912
neu,3110,4771
end,3112,4455
mac,3114,4214
neu,3118,4795
mac,3120,4196
neu,3121,4738
unk,3122,4857
end,3123,4981
mac,3126,4190
mac,3126,4238
fib,3127,4145
cep,3128,4911
nep,3129,4407
mac,3130,4187
end,3131,4291
neu,3133,4761
neu,3133,4870
lym,3134,4499
neu,3134,4776
unk,3135,4439
neu,3138,4949
mac,3143,4225
neu,3143,4849
mac,3146,4207
unk,3147,4402
neu,3151,4772
unk,3151,4850
neu,3153,4888
mac,3154,4189
neu,3156,5028
unk,3157,4430
neu,3158,5038
neu,3159,5010
unk,3160,4792
fib,3167,4127
neu,3168,4976
unk,3170,4908
neu,3171,5053
mac,3173,4497
lym,3175,4158
neu,3176,4991
neu,3176,5039
mac,3180,4201
neu,3180,4934
neu,3181,5040
lym,3182,4176
neu,3182,4849
neu,3182,5078
unk,3183,4711
neu,3183,4923
end,3184,4510
neu,3187,4877
neu,3187,4959
neu,3188,4823
neu,3188,5026
neu,3189,4974
fib,3190,4119
lym,3192,4150
neu,3192,5031
end,3193,4225
neu,3193,4926
neu,3195,4851
lym,3196,4163
neu,3196,5035
neu,3198,4993
neu,3199,4665
mac,3199,4684
neu,3199,4999
neu,3200,5063
neu,3201,4902
neu,3202,4542
neu,3203,4520
myo,3204,4192
fib,3207,4136
neu,3207,5092
fib,3208,4107
neu,3210,5004
neu,3211,5063
neu,3212,4872
neu,3213,4464
mac,3214,4103
lym,3214,4159
neu,3214,4986
neu,3215,4845
neu,3215,5014
mac,3216,4598
neu,3216,4832
neu,3218,5018
mac,3219,4207
neu,3219,4467
neu,3221,4506
neu,3221,4535
mac,3222,4100
neu,3223,4557
neu,3223,4571
end,3223,4938
mac,3224,4180
end,3224,4728
lym,3225,4705
end,3226,4747
lym,3227,4123
mac,3227,5192
lym,3228,4610
neu,3229,4533
neu,3230,4584
lym,3231,4146
neu,3231,4455
neu,3231,4471
neu,3231,4492
neu,3231,4823
mac,3232,5131
lym,3233,4624
neu,3233,4832
neu,3234,4775
neu,3238,5032
neu,3239,4431
neu,3239,4507
lym,3241,4616
neu,3243,4475
neu,3243,5000
mac,3246,4112
lym,3247,4720
neu,3247,5284
unk,3248,5076
neu,3249,4727
end,3249,5178
mac,3250,4150
neu,3250,4544
neu,3251,4130
neu,3253,4447
neu,3254,4496
neu,3254,5047
myo,3254,5255
neu,3255,4428
neu,3255,4754
end,3255,5176
neu,3256,4582
neu,3256,5032
neu,3257,4606
end,3257,4787
neu,3257,4983
nep,3258,4097
neu,3260,4124
neu,3262,5058
neu,3262,5174
neu,3263,4406
neu,3263,4494
neu,3263,5168
neu,3264,5290
neu,3265,4471
neu,3265,5081
neu,3265,5151
neu,3267,4498
neu,3268,5306
end,3269,4144
neu,3270,4997
neu,3272,4424
neu,3275,4942
cep,3275,5086
end,3276,5201
mac,3278,4135
neu,3278,4565
neu,3278,4923
neu,3279,4440
neu,3279,5136
neu,3279,5184
mac,3280,4793
neu,3280,5281
neu,3280,5293
end,3281,4282
neu,3282,4548
neu,3282,5050
myo,3283,4113
neu,3283,5194
end,3284,4322
nep,3284,4359
neu,3284,4408
neu,3285,4521
unk,3285,5106
end,3286,4254
neu,3286,4414
neu,3286,4987
end,3286,5360
end,3288,4235
neu,3288,4620
neu,3288,4744
neu,3290,5294
neu,3291,4462
end,3291,4659
neu,3291,4690
neu,3291,4718
neu,3292,5178
neu,3293,5032
neu,3294,5355
neu,3295,4302
neu,3295,4392
neu,3295,4518
end,3295,4632
neu,3295,4712
neu,3295,5374
end,3296,5135
neu,3296,5158
neu,3297,4420
end,3298,4764
cep,3299,4306
unk,3299,5320
neu,3301,4600
neu,3302,4998
neu,3302,5307
end,3302,5390
unk,3303,4360
neu,3303,4491
neu,3303,4506
fib,3303,4640
neu,3303,4655
neu,3303,4804
neu,3303,5015
neu,3303,5375
end,3304,4272
neu,3304,4452
neu,3304,4468
neu,3304,4543
neu,3304,4732
end,3304,4878
neu,3305,4550
neu,3305,4667
neu,3305,4935
end,3305,5399
neu,3306,4753
mac,3307,4088
neu,3310,4253
neu,3310,4734
mac,3310,5082
neu,3310,5120
unk,3310,5183
neu,3311,4787
neu,3312,4606
neu,3312,5367
neu,3313,4429
neu,3316,4736
end,3316,4861
neu,3318,4240
neu,3318,4600
neu,3318,4754
unk,3319,5159
neu,3320,4295
neu,3320,4493
neu,3320,4706
end,3320,4935
neu,3320,5152
lym,3322,4532
neu,3322,4771
neu,3322,5026
lym,3322,5423
neu,3323,5259
neu,3323,5443
end,3324,4407
neu,3324,4569
neu,3324,4800
neu,3325,5412
neu,3326,4324
neu,3326,4805
neu,3326,5245
neu,3327,4224
neu,3327,4678
mac,3327,4865
unk,3327,5307
neu,3328,5147
neu,3328,5183
neu,3330,4581
neu,3330,5046
neu,3330,5120
neu,3331,4256
neu,3331,4348
neu,3331,4823
neu,3331,5218
neu,3332,5287
fib,3334,4446
mac,3334,4944
neu,3334,5085
neu,3335,4344
neu,3335,5000
neu,3335,5105
neu,3336,4690
neu,3338,4723
neu,3338,5235
neu,3340,4238
neu,3340,4767
neu,3341,4503
neu,3341,4604
neu,3342,5314
unk,3342,5356
neu,3343,4211
neu,3343,4335
cep,3343,4399
fib,3343,4456
neu,3343,4751
neu,3343,5272
lym,3343,5420
neu,3343,5437
mac,3344,4885
unk,3344,5160
lym,3344,5383
neu,3345,4557
unk,3346,5470
neu,3347,4871
lym,3348,5399
neu,3349,4575
fib,3349,5156
fib,3350,4417
neu,3350,4642
mac,3350,4934
neu,3351,5119
neu,3352,4250
mac,3352,4911
neu,3352,5327
neu,3353,4607
neu,3354,4815
mac,3354,4855
neu,3355,4223
neu,3355,5036
lym,3355,5068
neu,3355,5113
neu,3355,5311
neu,3356,4490
mac,3357,4666
end,3357,4683
neu,3358,4721
unk,3358,5362
neu,3359,4199
neu,3359,4330
lym,3359,5432
neu,3360,4300
neu,3360,4318
neu,3361,4556
neu,3361,5315
unk,3362,4367
neu,3362,4403
mac,3363,4894
neu,3363,5258
neu,3364,4247
lym,3366,5416
neu,3367,4559
neu,3368,4198
neu,3368,4615
neu,3368,5331
lym,3368,5423
end,3368,5475
end,3369,5211
neu,3370,4576
neu,3370,4582
fib,3370,5359
neu,3371,4590
end,3371,5497
neu,3373,4222
neu,3374,4614
neu,3374,4637
cep,3374,4748
fib,3374,5296
neu,3375,5097
end,3375,5126
lym,3375,5178
neu,3376,4420
mac,3376,4832
neu,3376,4848
end,3376,5024
neu,3376,5328
neu,3377,4163
neu,3377,4610
neu,3377,4801
neu,3378,4395
neu,3378,4930
mac,3379,4935
neu,3379,5311
fib,3379,5371
neu,3380,4319
neu,3381,4191
end,3381,4857
neu,3382,4398
neu,3382,4566
cep,3382,4694
neu,3383,4258
neu,3383,4414
neu,3383,4689
lym,3384,5086
neu,3384,5271
nep,3385,4048
neu,3385,4343
neu,3385,4570
mac,3385,4958
neu,3386,4350
neu,3386,4406
unk,3387,4447
unk,3387,5456
neu,3388,4377
end,3388,4902
neu,3390,4215
neu,3390,4400
neu,3391,4206
lym,3391,5055
end,3391,5125
lym,3391,5190
neu,3391,5280
neu,3392,4167
neu,3392,4592
mac,3392,4978
unk,3392,5224
neu,3393,4617
lym,3394,5182
neu,3397,4463
neu,3397,4705
neu,3397,4845
neu,3398,4288
neu,3398,4441
myo,3398,4750
end,3398,5037
neu,3398,5350
neu,3399,4134
neu,3399,4175
neu,3399,4559
neu,3399,4597
neu,3399,4647
fib,3399,5080
neu,3399,5286
cep,3399,5512
end,3400,4881
end,3400,5056
lym,3400,5204
neu,3400,5297
neu,3401,5256
end,3402,4078
neu,3402,4814
neu,3403,4390
neu,3403,5419
lym,3404,4108
neu,3404,4344
neu,3404,4359
neu,3404,5240
lym,3407,4096
neu,3407,4124
neu,3407,4283
fib,3407,5083
lym,3407,5187
neu,3407,5207
unk,3407,5459
neu,3408,4150
neu,3408,4684
end,3408,5134
mac,3410,4847
end,3410,4903
neu,3411,4578
unk,3411,5176
unk,3412,5483
neu,3413,4656
neu,3414,4423
neu,3414,4440
neu,3414,4700
unk,3414,4765
neu,3414,5222
neu,3414,5360
unk,3414,5410
end,3415,5082
neu,3415,5377
neu,3415,5515
neu,3416,4125
end,3416,5530
neu,3417,4866
mac,3418,4814
end,3418,4920
neu,3419,4184
neu,3419,4376
neu,3419,4622
neu,3420,4611
lym,3420,4822
neu,3422,4124
neu,3422,4357
fib,3422,4482
end,3422,5087
mac,3422,5128
lym,3423,4166
neu,3423,4568
neu,3423,4594
neu,3423,4679
neu,3423,4720
end,3423,4942
end,3423,5078
neu,3423,5154
neu,3423,5352
lym,3423,5376
end,3424,4887
neu,3425,4143
neu,3425,4535
neu,3425,5276
end,3426,5399
neu,3427,4656
end,3427,4961
neu,3429,5302
end,3430,4046
neu,3430,4175
neu,3430,4336
neu,3430,5177
unk,3430,5479
lym,3431,4071
neu,3431,4983
neu,3431,5233
neu,3433,4555
fib,3433,4731
neu,3433,4853
unk,3434,4494
neu,3434,4881
neu,3435,4609
fib,3435,4795
end,3435,5002
end,3435,5083
unk,3435,5257
unk,3435,5423
neu,3437,4419
end,3437,5377
neu,3438,4279
end,3438,5018
neu,3438,5147
neu,3438,5319
lym,3439,4118
neu,3439,4158
neu,3439,4917
end,3439,5102
neu,3439,5339
neu,3439,5358
unk,3439,5414
fib,3439,5458
unk,3440,4241
lym,3440,4311
neu,3440,4480
mac,3440,4836
neu,3440,5510
neu,3441,4693
neu,3441,5132
lym,3441,5182
unk,3442,4257
neu,3442,5499
mac,3443,4807
end,3443,5023
neu,3444,4526
neu,3444,4559
end,3444,4755
neu,3444,4977
end,3444,5536
neu,3446,4595
neu,3446,4903
neu,3446,5281
lym,3446,5514
cep,3447,4058
neu,3447,4156
neu,3447,4348
neu,3447,4496
end,3447,5031
end,3447,5039
end,3447,5045
unk,3447,5391
neu,3448,4138
cep,3448,4395
neu,3448,4424
neu,3448,4579
neu,3448,5239
unk,3448,5404
fib,3448,5448
cep,3449,4455
neu,3450,4543
neu,3450,4657
neu,3450,4679
mac,3450,4719
neu,3453,4103
neu,3453,4959
neu,3454,4291
neu,3454,4311
fib,3454,4904
end,3454,5031
neu,3455,4516
neu,3455,4575
neu,3455,4932
lym,3455,5554
lym,3456,4074
neu,3456,4831
lym,3456,5173
neu,3456,5208
neu,3456,5265
cep,3457,4041
unk,3457,5000
neu,3457,5330
neu,3458,4323
neu,3458,5228
mac,3459,4433
end,3459,5106
unk,3460,5419
end,3461,5354
end,3462,4751
fib,3463,4438
neu,3463,4562
neu,3463,4610
lym,3463,5263
fib,3463,5394
unk,3463,5463
neu,3464,4855
end,3464,5144
lym,3465,4163
neu,3467,4096
lym,3467,4142
neu,3467,4479
neu,3467,4672
lym,3467,5370
neu,3468,5297
unk,3468,5528
end,3469,4886
