V1,V2,V3
end,3894,5998
end,3903,5975
end,3917,5957
end,3921,5986
end,3929,5919
mac,3944,5904
lym,3944,5987
nep,3946,5859
nep,3952,5839
nep,3954,5869
end,3956,5831
unk,3956,5891
unk,3956,5967
unk,3957,5886
cep,3958,5878
unk,3959,5991
unk,3962,5968
nep,3966,5867
unk,3966,5974
unk,3966,5990
nep,3974,5799
end,3974,5847
unk,3974,5911
unk,3975,5958
unk,3977,5983
unk,3982,5979
unk,3983,5895
unk,3983,5948
end,3984,5783
unk,3985,5920
unk,3986,5879
nep,3989,5835
unk,3991,5985
nep,3997,5767
unk,3998,5948
nep,3999,5818
nep,4003,5755
cep,4007,5806
cep,4008,5799
unk,4015,5942
fib,4016,5795
unk,4016,5957
unk,4021,5906
fib,4023,5795
unk,4023,5862
unk,4023,5999
fib,4030,5880
fib,4031,5839
unk,4032,5962
end,4033,5743
lym,4035,5924
unk,4035,5983
cep,4039,5814
unk,4039,5958
lym,4050,5914
fib,4052,5894
lym,4052,5931
fib,4053,5806
nep,4054,5799
unk,4054,5984
end,4055,5726
fib,4056,5831
nep,4059,5791
fib,4060,5847
fib,4063,5830
lym,4063,5919
end,4064,5723
unk,4065,5989
fib,4066,5866
end,4072,5720
nep,4074,5770
neu,4074,5947
fib,4077,5841
end,4079,5715
lym,4079,5809
lym,4079,5934
myo,4081,5791
cep,4081,5892
cep,4086,5888
fib,4087,5807
cep,4088,5998
cep,4089,5867
myo,4094,5750
cep,4095,5895
cep,4095,5911
end,4096,5702
nep,4103,5739
cep,4103,5850
cep,4103,5864
cep,4104,5951
cep,4105,5978
cep,4109,5736
cep,4111,5895
fib,4112,5783
cep,4112,5925
fib,4116,5779
cep,4123,5831
cep,4123,5903
cep,4124,5853
cep,4129,5886
unk,4130,5731
cep,4136,5718
nep,4136,5787
cep,4136,5867
end,4139,5698
cep,4139,5849
nep,4142,5787
cep,4142,5866
cep,4144,5960
lym,4146,5740
end,4147,5663
nep,4150,5884
cep,4151,5913
cep,4151,5959
nep,4152,5703
cep,4152,5719
cep,4152,5768
cep,4154,5695
nep,4158,5704
nep,4158,5838
nep,4158,5927
nep,4159,5718
nep,4159,5896
cep,4162,5759
nep,4162,5952
nep,4162,5978
nep,4168,5671
cep,4168,5736
nep,4168,5775
fib,4168,5867
nep,4174,5911
cep,4176,5736
cep,4176,5744
end,4179,5599
nep,4181,5960
nep,4182,5883
fib,4183,5832
nep,4184,5943
nep,4190,5694
nep,4190,5808
unk,4191,5584
cep,4194,5994
nep,4195,5705
nep,4197,5908
unk,4198,5576
nep,4198,5940
nep,4199,5727
unk,4202,5551
end,4205,5543
nep,4206,5895
nep,4207,5723
nep,4207,5755
nep,4208,5792
nep,4208,5815
neu,4210,5279
nep,4210,5769
nep,4212,5167
mac,4212,5263
end,4213,5199
end,4215,5134
end,4215,5659
nep,4215,5874
nep,4218,5915
cep,4222,5243
end,4222,5814
nep,4223,5130
end,4223,5679
end,4223,5808
nep,4224,5292
cep,4226,5259
end,4227,5101
unk,4228,5511
end,4231,5347
end,4231,5383
end,4232,5095
nep,4235,5981
nep,4237,5120
end,4239,5789
nep,4243,5315
end,4243,5464
unk,4243,5623
end,4246,5787
cep,4247,5338
cep,4247,5999
fib,4248,5080
end,4248,5935
nep,4252,5608
nep,4252,5639
nep,4254,5360
nep,4255,5687
end,4255,5919
unk,4259,5495
nep,4262,5563
end,4263,5066
nep,4264,5337
