V1,V2,V3
None,5,1487
None,6,783
None,6,1287
None,7,583
None,7,944
None,15,943
None,23,935
None,23,1639
None,53,644
None,63,47
None,63,1087
None,63,1407
None,79,633
None,95,839
None,95,1223
None,98,626
None,103,39
None,111,1198
None,112,696
None,116,612
None,127,1711
None,135,1975
None,143,47
None,147,609
None,154,596
None,159,1047
None,167,294
None,172,584
None,175,679
None,175,1255
None,184,1207
None,195,578
None,199,606
None,206,597
None,207,577
None,221,609
None,223,554
None,231,735
None,231,1062
None,232,584
None,233,591
None,238,613
None,239,1768
None,246,991
None,248,548
None,255,1280
None,260,568
None,263,927
None,277,540
None,279,271
None,286,567
None,287,573
None,295,526
None,295,799
None,295,1943
None,298,595
None,304,1422
None,306,519
None,311,559
None,319,775
None,319,1416
None,339,497
None,339,580
None,351,1671
None,358,575
None,359,47
None,361,492
None,368,526
None,372,483
None,376,580
None,383,511
None,392,494
None,396,466
None,400,533
None,400,1711
None,407,494
None,407,1359
None,415,1974
None,423,1327
None,424,482
None,427,538
None,431,1207
None,435,456
None,435,514
None,439,391
None,439,1896
None,443,440
None,462,424
None,463,1255
None,463,1287
None,463,1847
None,464,535
None,466,439
None,473,540
None,474,453
None,475,580
None,482,516
None,484,603
None,487,1151
None,494,1175
None,494,1775
None,495,887
None,500,559
None,502,423
None,502,590
None,507,472
None,511,513
None,515,455
None,518,412
None,519,1663
None,527,510
None,527,1159
None,528,1535
None,539,400
None,541,562
None,542,502
None,542,612
None,544,555
None,550,495
None,552,463
None,552,614
None,556,621
None,558,999
None,564,571
None,564,595
None,574,402
None,575,572
None,576,521
None,577,498
None,582,427
None,583,603
None,592,533
None,592,603
None,596,463
None,596,573
None,597,486
None,598,378
None,599,611
None,599,703
None,607,895
None,608,630
None,620,640
None,620,660
None,623,440
None,627,382
None,630,397
None,630,1807
None,637,478
None,637,663
None,638,472
None,639,532
None,639,598
None,639,694
None,640,375
None,641,486
None,642,449
None,644,611
None,647,1647
None,648,354
None,655,452
None,655,831
None,656,599
None,660,589
None,661,620
None,662,382
None,663,494
None,666,445
None,667,623
None,671,671
None,671,1255
None,672,1063
None,678,363
None,679,610
None,680,400
None,681,487
None,683,562
None,683,667
None,684,698
None,686,1727
None,690,363
None,690,646
None,691,526
None,695,342
None,697,334
None,697,456
None,702,570
None,703,455
None,703,611
None,704,399
None,704,495
None,707,343
None,708,453
None,708,512
None,709,534
None,711,365
None,712,712
None,712,719
None,714,492
None,714,694
None,718,656
None,723,327
None,724,539
None,724,582
None,728,654
None,728,807
None,732,519
None,736,623
None,736,712
None,742,324
None,742,652
None,743,442
None,743,561
None,743,604
None,743,1079
None,747,538
None,748,692
None,749,721
None,751,86
None,751,496
None,751,714
None,752,302
None,752,341
None,754,623
None,756,360
None,757,668
None,758,550
None,760,320
None,764,721
None,766,513
None,766,679
None,767,537
None,768,498
None,768,686
None,769,637
None,770,467
None,774,607
