V1,V2,V3
unk,79,1952
unk,95,1863
unk,95,1951
unk,149,1903
unk,191,1879
unk,245,1880
unk,247,1892
unk,247,1903
unk,247,1911
unk,251,1923
unk,254,1935
unk,255,1823
unk,255,1960
unk,261,1999
unk,303,1471
unk,304,1543
unk,311,1280
unk,328,1063
unk,335,1151
unk,336,982
unk,343,919
unk,351,1240
unk,351,1344
unk,351,1719
unk,366,1887
end,367,1174
unk,370,1871
unk,375,950
unk,376,1847
nep,388,1159
unk,389,1824
unk,391,903
nep,391,1145
unk,396,1799
end,398,1215
nep,399,1108
unk,399,1790
unk,402,1775
unk,404,1758
end,406,1239
unk,406,1752
unk,407,712
fib,407,1179
end,407,1271
nep,408,1062
nep,408,1074
unk,408,1728
unk,408,1735
cep,412,1151
cep,414,1651
unk,415,727
fib,415,1225
unk,415,1367
nep,415,1691
nep,418,1711
unk,420,1534
nep,422,1030
cep,423,1102
fib,423,1128
fib,427,1231
unk,430,695
fib,430,1632
unk,431,871
fib,431,1055
nep,431,1399
unk,431,1766
end,432,1224
nep,438,1079
fib,438,1140
unk,439,1608
unk,439,1895
unk,440,696
nep,440,1315
unk,442,1663
unk,443,1448
fib,444,1166
end,445,992
unk,447,863
nep,447,1388
unk,447,1563
end,448,1303
fib,452,1623
end,454,932
end,454,943
end,454,1223
unk,460,1592
end,462,951
nep,462,983
nep,463,1091
nep,463,1443
unk,463,1799
nep,464,990
cep,465,1399
cep,466,1072
fib,470,1163
fib,470,1378
end,471,2
nep,471,1087
nep,472,1286
unk,472,1478
nep,473,1546
end,476,1232
fib,477,692
fib,478,928
nep,478,1048
fib,478,1147
unk,479,1663
end,480,1217
cep,483,1318
nep,484,1023
fib,486,1415
nep,486,1527
fib,487,1256
nep,487,1311
fib,487,1398
fib,487,1511
unk,487,1702
unk,487,1727
unk,487,1783
fib,490,1370
fib,491,878
end,492,11
fib,492,1504
fib,493,1470
fib,494,1002
cep,495,948
nep,495,959
unk,495,1824
nep,496,996
fib,499,1327
end,502,38
fib,502,695
unk,502,776
nep,502,966
fib,502,1352
unk,502,1631
fib,503,705
nep,503,1110
unk,504,722
fib,505,1231
unk,507,1446
end,508,2
fib,510,1104
unk,511,670
unk,511,949
cep,511,1280
fib,512,1431
end,515,1422
end,517,87
unk,518,1264
unk,519,207
end,519,1191
unk,519,1743
nep,520,1056
unk,520,1391
unk,520,1414
nep,522,1064
fib,523,1330
unk,525,1383
nep,526,974
unk,526,1375
end,527,108
unk,527,783
unk,527,1159
unk,531,150
unk,531,372
mac,533,2
end,534,167
end,534,921
fib,535,1351
unk,535,1927
end,536,1176
unk,536,1920
nep,539,39
nep,540,1128
fib,541,1335
unk,544,751
fib,544,1255
nep,545,39
nep,546,77
end,546,1207
fib,546,1312
unk,547,622
fib,548,1304
unk,550,1751
nep,551,102
end,551,991
nep,551,1071
fib,551,1295
nep,552,38
unk,554,1118
nep,555,1047
end,557,1271
unk,559,646
unk,559,663
unk,559,823
unk,559,1143
end,559,1264
lym,560,62
nep,563,88
nep,563,1072
unk,566,290
unk,566,631
unk,566,791
nep,567,55
unk,567,219
unk,567,439
unk,567,663
end,567,1240
end,572,1223
end,573,1002
end,573,1214
nep,574,42
nep,575,79
unk,575,374
unk,575,503
unk,575,614
unk,575,751
unk,575,871
nep,576,1038
end,576,1206
nep,577,86
nep,579,23
end,579,1202
nep,580,2
nep,582,39
unk,583,216
fib,583,311
unk,583,376
unk,583,471
unk,583,600
end,583,1187
unk,583,1367
unk,584,407
nep,589,17
unk,590,415
nep,591,38
cep,591,65
fib,591,103
fib,591,1163
fib,592,1151
lym,594,7
end,595,1136
end,597,1120
unk,598,448
unk,598,1878
end,599,135
unk,599,344
unk,599,487
unk,599,839
nep,606,181
cep,606,209
unk,606,735
nep,608,157
end,610,1066
fib,611,1056
cep,612,7
end,612,1040
fib,613,193
fib,615,527
fib,616,1032
fib,617,460
fib,620,1006
fib,622,271
unk,623,599
fib,623,1000
fib,627,990
unk,628,246
end,628,771
fib,629,89
fib,630,984
unk,632,311
fib,632,735
fib,633,967
fib,635,206
cep,639,29
fib,639,155
unk,639,1111
unk,641,69
fib,643,107
unk,643,371
fib,643,408
fib,646,390
unk,647,258
unk,647,742
unk,651,327
unk,656,862
unk,662,287
unk,663,527
nep,663,839
unk,665,279
nep,665,822
nep,665,832
unk,671,223
unk,671,255
nep,673,792
unk,674,777
nep,674,783
unk,675,207
unk,678,755
unk,678,767
fib,679,34
unk,681,176
unk,683,159
unk,684,741
fib,687,374
unk,687,716
fib,695,27
unk,695,703
unk,696,128
unk,699,675
unk,702,662
nep,703,656
unk,703,871
fib,704,511
unk,711,328
unk,711,719
unk,711,823
fib,714,600
fib,717,278
fib,718,271
unk,719,156
fib,724,240
fib,726,235
unk,726,549
fib,730,204
fib,732,183
unk,732,398
unk,735,30
fib,738,504
fib,740,167
fib,742,159
fib,749,444
fib,758,396
unk,759,54
unk,759,63
fib,759,367
myo,766,328
fib,767,347
fib,768,312
unk,768,335
fib,775,87
unk,775,590
unk,777,272
fib,783,70
fib,783,226
unk,783,439
fib,791,192
unk,791,423
fib,792,35
unk,794,183
fib,795,23
fib,799,160
unk,800,374
fib,803,143
fib,807,124
unk,808,455
fib,814,79
fib,824,23
fib,826,86
fib,829,5
unk,840,25
unk,842,91
unk,855,191
unk,879,159
unk,887,39
