V1,V2,V3
end,1894,1998
end,1903,1975
end,1917,1957
end,1921,1986
end,1929,1919
mac,1944,1904
lym,1944,1987
nep,1946,1859
nep,1952,1839
nep,1954,1869
end,1956,1831
unk,1956,1891
unk,1956,1967
unk,1957,1886
cep,1958,1878
unk,1959,1991
unk,1962,1968
nep,1966,1867
unk,1966,1974
unk,1966,1990
nep,1974,1799
end,1974,1847
unk,1974,1911
unk,1975,1958
unk,1977,1983
unk,1982,1979
unk,1983,1895
unk,1983,1948
end,1984,1783
unk,1985,1920
unk,1986,1879
nep,1989,1835
unk,1991,1985
nep,1997,1767
unk,1998,1948
nep,1999,1818
