V1,V2,V3
cep,2,11
neu,2,47
unk,2,305
cep,3,2
neu,3,64
cep,4,164
nep,4,290
unk,4,382
lym,5,232
nep,5,279
unk,5,607
nep,6,189
nep,6,264
unk,6,599
nep,7,227
unk,7,335
neu,10,64
nep,12,207
nep,13,123
nep,14,247
nep,15,254
unk,15,282
unk,15,318
unk,15,527
nep,16,29
nep,16,191
nep,16,199
nep,21,175
nep,22,279
unk,22,391
end,23,86
nep,23,227
cep,24,4
nep,24,203
nep,26,276
nep,28,184
cep,30,39
nep,31,248
cep,32,2
cep,32,16
cep,32,70
cep,35,22
nep,39,183
cep,40,111
nep,43,139
nep,45,167
cep,47,7
cep,55,53
unk,55,263
unk,55,327
unk,55,423
nep,59,144
nep,62,82
unk,63,223
cep,64,39
nep,64,111
nep,64,128
nep,71,70
unk,71,375
nep,72,87
nep,72,107
unk,72,311
nep,73,64
cep,76,21
cep,78,26
nep,79,60
nep,80,87
unk,83,289
nep,87,63
unk,87,358
nep,88,15
nep,95,63
nep,95,72
unk,96,224
nep,99,77
nep,100,55
unk,102,303
nep,103,14
nep,104,30
nep,104,39
unk,104,135
nep,105,23
unk,105,207
nep,106,57
unk,111,240
nep,112,14
nep,119,3
unk,119,103
unk,120,79
unk,127,143
unk,127,192
unk,135,119
unk,135,135
unk,142,159
unk,150,128
unk,151,55
unk,183,5
unk,199,6
