V1,V2,V3
unk,1135,1986
cep,1177,1999
nep,1184,1980
cep,1215,1984
cep,1248,1981
cep,1254,1952
cep,1267,1943
cep,1272,1960
cep,1279,1959
lym,1279,1999
lym,1282,1983
cep,1286,1959
lym,1294,1999
cep,1312,1946
lym,1315,1999
nep,1316,1913
cep,1319,1963
cep,1327,1978
cep,1334,1936
nep,1342,1950
nep,1343,1982
cep,1350,1919
cep,1351,1904
cep,1362,1934
cep,1371,1896
cep,1374,1919
nep,1376,1967
cep,1379,1944
nep,1384,1999
cep,1394,1910
lym,1401,1991
nep,1406,1966
lym,1406,1978
cep,1417,1923
cep,1419,1912
nep,1419,1943
lym,1431,1961
mac,1431,1976
cep,1437,1904
cep,1439,1926
cep,1442,1930
lym,1448,1970
nep,1449,1911
lym,1456,1986
lym,1456,1999
nep,1463,1920
lym,1470,1999
lym,1471,1972
cep,1472,1895
nep,1488,1916
nep,1488,1967
nep,1491,1896
lym,1491,1999
nep,1492,1978
nep,1495,1884
nep,1495,1965
cep,1504,1909
lym,1508,1999
cep,1511,1930
cep,1515,1907
lym,1519,1983
lym,1520,1993
lym,1528,1993
cep,1532,1944
end,1535,1968
nep,1541,1915
lym,1549,1990
lym,1551,1942
cep,1558,1896
lym,1560,1965
cep,1564,1911
lym,1567,1999
lym,1570,1943
nep,1571,1896
lym,1572,1977
cep,1575,1899
nep,1576,1880
nep,1584,1896
cep,1591,1895
lym,1591,1999
cep,1592,1902
cep,1592,1912
lym,1596,1984
nep,1598,1912
end,1598,1965
nep,1605,1999
end,1615,1855
fib,1616,1966
cep,1617,1900
end,1622,1966
nep,1630,1884
cep,1632,1902
mac,1633,1999
nep,1634,1919
cep,1639,1905
mac,1639,1974
lym,1644,1959
cep,1646,1905
lym,1648,1999
lym,1651,1982
cep,1660,1908
cep,1663,1928
nep,1671,1947
lym,1671,1972
lym,1672,1982
nep,1677,1896
nep,1679,1927
nep,1680,1904
nep,1688,1958
nep,1691,1978
nep,1694,1911
nep,1694,1950
nep,1695,1983
cep,1701,1992
nep,1704,1904
nep,1710,1903
nep,1712,1955
nep,1714,1919
nep,1714,1979
nep,1730,1974
lym,1731,1999
nep,1732,1915
cep,1734,1965
lym,1734,1994
lym,1748,1983
cep,1751,1943
nep,1755,1906
cep,1759,1925
cep,1764,1983
nep,1766,1908
cep,1779,1920
fib,1786,1966
nep,1797,1929
fib,1800,1966
lym,1807,1945
fib,1817,1992
fib,1823,1977
nep,1825,1923
fib,1830,1956
fib,1831,1984
cep,1832,1993
cep,1838,1941
nep,1847,1941
lym,1848,1992
nep,1856,1939
nep,1865,1983
nep,1866,1948
nep,1872,1967
