V1,V2,V3
None,5,87
None,5,127
None,5,231
None,5,375
None,6,224
None,6,615
None,6,1103
None,6,1383
None,7,1263
None,7,1415
None,7,1511
None,7,1591
None,15,255
None,16,1031
None,22,1208
None,23,359
None,23,414
None,23,1839
None,30,135
None,30,1639
None,31,551
None,31,1671
None,31,1743
None,39,63
None,39,552
None,39,855
None,39,1015
None,39,1703
None,40,976
None,46,1895
None,46,1911
None,47,543
None,47,767
None,47,1095
None,47,1111
None,47,1319
None,47,1696
None,47,1870
None,48,319
None,55,455
None,55,567
None,55,695
None,55,1207
None,63,535
None,63,607
None,70,791
None,71,111
None,71,631
None,71,711
None,71,1030
None,71,1255
None,71,1583
None,71,1767
None,71,1967
None,72,31
None,78,391
None,79,695
None,79,998
None,79,1926
None,80,800
None,87,823
None,94,111
None,95,1079
None,95,1359
None,95,1480
None,95,1816
None,95,1927
None,102,1375
None,111,207
None,111,1047
None,111,1215
None,111,1870
None,118,391
None,118,687
None,119,776
None,119,1032
None,127,911
None,127,1312
None,134,646
None,135,63
None,135,119
None,135,1007
None,136,1455
None,143,423
None,143,495
None,143,1687
None,143,1927
None,144,623
None,150,463
None,150,1855
None,151,39
None,151,55
None,151,1071
None,151,1432
None,151,1823
None,152,374
None,159,111
None,160,183
None,166,519
None,166,671
None,167,15
None,167,295
None,167,1159
None,167,1727
None,168,175
None,175,951
None,175,1263
None,175,1359
None,175,1448
None,175,1799
None,182,1247
None,182,1479
None,183,247
None,183,719
None,183,1519
None,183,1630
None,183,1783
None,183,1791
None,184,800
None,190,1088
None,191,1479
None,191,1575
None,191,1767
None,198,463
None,199,1463
None,207,1111
None,207,1287
None,207,1760
None,208,407
None,208,1903
None,208,1935
None,214,1615
None,214,1839
None,215,223
None,215,655
None,215,758
None,215,1335
None,215,1607
None,215,1951
None,216,335
None,222,1647
None,223,135
None,223,1495
None,224,1167
None,230,6
None,230,1575
None,231,199
None,231,535
None,231,551
None,231,1382
None,239,791
None,239,1527
None,239,1582
None,247,1112
None,254,424
None,255,167
None,255,832
None,255,1519
None,262,1959
None,264,423
None,271,975
None,271,1191
None,279,16
None,279,255
None,279,783
None,280,135
None,287,1167
None,287,1231
None,287,1479
None,287,1751
None,295,63
None,295,1511
None,296,615
None,303,592
None,303,599
None,303,1551
None,303,1663
None,303,1967
None,304,366
None,310,127
