V1,V2,V3
neu,2,1934
unk,4,1519
cep,4,1799
neu,6,1967
lym,7,1862
neu,7,1984
neu,14,1856
cep,15,1800
neu,16,1848
neu,16,1919
neu,16,1962
fib,21,1806
neu,22,1920
lym,23,1855
neu,27,1954
lym,28,1895
neu,29,1981
neu,34,1911
end,35,1792
lym,37,1998
lym,40,1871
neu,40,1931
fib,44,1844
fib,46,1791
lym,46,1880
unk,47,1487
fib,54,1818
unk,54,1952
neu,55,1922
neu,55,1935
lym,56,1863
lym,59,1872
neu,59,1903
fib,63,1974
fib,64,1998
unk,70,1779
neu,72,1893
neu,76,1919
neu,77,1869
unk,79,1575
unk,79,1728
fib,79,1977
fib,83,1839
neu,84,1938
lym,85,1807
unk,87,1775
neu,91,1887
lym,94,1815
neu,95,1783
neu,95,1913
lym,95,1998
fib,98,1972
neu,101,1954
neu,102,1777
lym,103,1999
neu,104,1803
neu,104,1901
neu,105,1883
end,110,1762
lym,110,1832
lym,110,1863
lym,112,1939
neu,116,1907
lym,120,1918
lym,121,1988
lym,124,1793
neu,127,1869
lym,128,1853
neu,129,1880
neu,130,1903
lym,134,1828
fib,134,1943
lym,136,1927
neu,140,1984
neu,142,1865
lym,150,1775
neu,151,1991
fib,153,1950
neu,154,1899
neu,156,1856
neu,156,1975
lym,158,1813
neu,159,1873
lym,160,1928
lym,166,1929
cep,168,1739
mac,173,1782
neu,174,1790
lym,176,1949
lym,177,1966
fib,178,1754
lym,179,1861
cep,183,1730
fib,184,1884
fib,186,1803
fib,188,1818
lym,194,1941
fib,195,1784
fib,198,1838
unk,199,1615
fib,199,1998
fib,200,1871
cep,202,1739
fib,202,1878
lym,202,1905
lym,205,1956
cep,207,1742
cep,212,1772
fib,214,1868
neu,215,1851
lym,215,1937
unk,216,1375
lym,217,1834
cep,222,1746
unk,223,1671
lym,224,1885
cep,226,1740
cep,227,1922
lym,229,1811
neu,230,1824
neu,231,1841
neu,233,1762
fib,235,1953
lym,238,1802
fib,239,1714
lym,246,1989
neu,247,1823
lym,247,1910
cep,248,1744
