V1,V2,V3
None,5,191
None,6,239
None,6,1150
None,7,383
None,7,671
None,7,1127
None,7,1167
None,7,1192
None,7,1287
None,7,1559
None,15,359
None,15,1318
None,16,1832
None,23,71
None,23,775
None,23,1127
None,23,1663
None,24,783
None,24,824
None,30,512
None,30,950
None,31,55
None,31,255
None,31,367
None,31,670
None,31,1631
None,32,583
None,38,1111
None,38,1823
None,39,71
None,39,719
None,39,1399
None,47,64
None,47,151
None,47,360
None,47,535
None,54,536
None,54,663
None,55,855
None,62,368
None,62,423
None,62,808
None,63,264
None,63,296
None,63,431
None,63,519
None,63,551
None,63,664
None,63,679
None,63,1719
None,63,1775
None,63,1871
None,70,327
None,70,1167
None,70,1799
None,71,511
None,71,1023
None,72,39
None,72,1039
None,79,160
None,79,1583
None,87,182
None,87,264
None,87,271
None,88,415
None,88,1135
None,95,894
None,95,1160
None,95,1216
None,95,1623
None,95,1631
None,95,1768
None,96,31
None,103,55
None,103,1784
None,103,1847
None,104,230
None,104,1367
None,111,71
None,111,295
None,111,384
None,111,543
None,111,1568
None,112,1647
None,118,1671
None,119,151
None,119,208
None,119,311
None,119,1487
None,119,1615
None,119,1679
None,127,159
None,127,935
None,127,1031
None,127,1367
None,127,1439
None,127,1694
None,135,647
None,135,734
None,135,1135
None,135,1183
None,136,199
None,136,416
None,143,598
None,143,1023
None,143,1263
None,143,1511
None,143,1823
None,143,1960
None,150,1431
None,151,247
None,151,318
None,151,656
None,151,1062
None,151,1376
None,151,1815
None,151,1848
None,158,446
None,158,1607
None,159,190
None,159,1422
None,167,575
None,167,615
None,167,1711
None,167,1792
None,174,391
None,174,855
None,175,143
None,175,519
None,175,999
None,175,1584
None,175,1695
None,175,1951
None,175,1967
None,176,743
None,182,1935
None,183,39
None,191,471
None,191,487
None,191,1055
None,191,1263
None,191,1495
None,191,1783
None,191,1823
None,192,1967
None,199,823
None,199,846
None,199,1270
None,199,1502
None,199,1975
None,200,1151
None,200,1743
None,207,7
None,207,190
None,214,1207
None,215,7
None,215,735
None,215,1407
None,215,1688
None,215,1695
None,216,783
None,222,495
None,223,303
None,223,1080
None,223,1527
None,223,1735
None,223,1886
None,223,1993
None,224,1568
None,230,112
None,230,118
None,231,191
None,231,1344
None,231,1519
None,231,1695
None,232,279
None,232,559
None,239,7
None,239,63
None,239,215
None,239,510
None,239,647
None,239,743
None,239,912
None,239,1087
None,239,1334
None,239,1640
None,239,1936
None,247,358
None,247,519
None,247,647
None,247,1119
None,247,1415
None,248,16
None,248,1207
None,248,1623
None,254,1191
None,254,1454
None,255,103
None,255,230
None,255,719
None,255,1151
None,255,1792
None,255,1799
None,255,1919
None,262,31
None,263,55
None,263,1311
None,263,1535
None,270,1391
None,271,351
None,271,687
None,271,735
None,271,1215
None,271,1472
None,272,1175
None,278,1759
None,279,30
None,279,479
None,279,559
None,279,1119
None,279,1159
None,286,1919
None,287,143
None,287,1160
None,287,1271
None,287,1319
None,287,1887
None,287,1903
None,287,1983
None,294,959
None,295,1807
None,296,80
None,302,1039
None,302,1263
None,302,1583
None,303,23
None,303,112
None,303,287
None,311,23
None,311,278
None,311,1136
None,311,1591
None,311,1855
None,312,183
None,318,383
None,318,1079
None,319,607
None,319,919
None,319,983
None,319,1735
None,320,376
None,326,519
None,327,119
None,327,1270
None,327,1576
None,328,1751
None,335,87
None,335,215
None,335,279
None,335,1136
None,335,1159
None,335,1470
None,335,1479
None,342,215
None,342,1967
None,343,71
None,343,327
None,343,1351
None,343,1903
None,344,1863
None,351,48
None,351,87
None,351,167
None,351,575
None,351,727
None,351,1399
None,351,1494
None,351,1504
None,351,1591
None,358,1511
None,359,775
None,359,800
None,359,1199
None,359,1503
