V1,V2,V3
None,4,1470
None,5,1664
None,7,551
None,7,1983
None,15,919
None,15,1175
None,16,46
None,23,304
None,23,647
None,23,1832
None,31,207
None,31,1271
None,31,1696
None,31,1711
None,38,887
None,39,791
None,39,854
None,39,1303
None,39,1591
None,46,247
None,47,1848
None,54,1583
None,55,295
None,55,607
None,56,879
None,62,1607
None,63,487
None,64,679
None,71,23
None,71,40
None,71,279
None,72,1310
None,78,727
None,79,543
None,79,1247
None,79,1895
None,87,327
None,87,920
None,87,1895
None,87,1911
None,87,1935
None,94,791
None,94,1159
None,95,439
None,95,607
None,95,1055
None,95,1711
None,96,1551
None,96,1935
None,103,151
None,103,183
None,111,567
None,112,911
None,119,8
None,119,535
None,119,607
None,119,664
None,119,1063
None,120,47
None,127,991
None,127,1150
None,128,446
None,135,247
None,135,975
None,135,1023
None,135,1039
None,135,1943
None,136,1072
None,142,1919
None,143,15
None,143,111
None,143,495
None,143,607
None,143,847
None,143,1119
None,143,1144
None,143,1880
None,144,159
None,151,263
None,151,503
None,151,1135
None,151,1206
None,151,1664
None,158,1479
None,159,95
None,159,263
None,159,287
None,159,1272
None,167,191
None,167,736
None,167,863
None,167,1639
None,174,607
None,174,1623
None,175,375
None,175,424
None,175,1079
None,175,1455
None,183,431
None,183,486
None,183,671
None,183,839
None,191,567
None,191,1767
None,198,1793
None,199,223
None,199,231
None,199,1047
None,199,1784
None,207,471
None,207,535
None,207,1071
None,207,1295
None,207,1911
None,208,143
None,208,814
None,214,111
None,215,599
None,215,759
None,215,967
None,215,1048
None,215,1151
None,222,1055
None,223,223
None,223,1839
None,230,711
None,230,1599
None,230,1847
None,231,687
None,239,671
None,239,926
None,239,1567
None,246,1598
None,247,607
None,247,903
None,247,975
None,247,1879
None,248,326
None,248,1519
None,255,319
None,255,1759
None,263,183
None,263,487
None,263,567
None,263,687
None,263,1942
None,263,1952
None,271,903
None,271,1607
None,272,647
None,272,1119
None,278,1295
None,279,1879
None,286,1487
None,287,271
None,287,1359
