V1,V2,V3
None,2,1210
None,2,1439
None,2,1684
None,2,1740
None,3,999
None,3,1532
None,4,479
None,4,507
None,4,1653
None,5,620
None,5,820
None,5,943
None,5,951
None,5,1224
None,7,471
None,7,1231
None,8,543
None,8,906
None,10,698
None,10,1235
None,11,1504
None,12,1248
None,12,1874
None,13,523
None,14,979
None,14,1838
None,14,1848
None,14,1910
None,15,424
None,15,1267
None,15,1659
None,15,1694
None,16,1302
None,20,1774
None,21,471
None,21,1495
None,22,680
None,22,735
None,22,1067
None,22,1391
None,23,662
None,26,431
None,26,1747
None,26,1874
None,27,817
None,27,930
None,31,627
None,31,1369
None,31,1669
None,31,1936
None,31,1942
None,31,1991
None,32,1544
None,34,1787
None,36,459
None,36,1355
None,38,1583
None,39,644
None,39,1547
None,40,954
None,40,1352
None,40,1518
None,41,447
None,41,549
None,42,1764
None,44,1348
None,46,886
None,46,1707
None,47,436
None,47,497
None,47,815
None,48,1230
None,48,1807
None,48,1981
None,49,474
None,51,1754
None,52,744
None,54,839
None,55,595
None,55,1599
None,58,426
None,58,1527
None,59,813
None,59,1638
None,60,1827
None,61,1555
None,62,1867
None,63,449
None,63,993
None,63,1703
None,63,1943
None,64,1732
None,66,1776
None,69,858
None,70,1141
None,70,1706
None,70,1803
None,70,1840
None,71,1217
None,72,558
None,72,1350
None,73,1879
None,74,1383
None,75,518
None,75,1288
None,75,1897
None,77,619
None,79,575
None,79,1348
None,79,1422
None,80,823
None,81,1092
None,82,1733
None,83,487
None,83,539
None,86,939
None,86,1062
None,86,1399
None,88,463
None,88,971
None,88,1581
None,90,1839
None,91,1784
None,91,1805
None,92,1874
None,92,1899
None,92,1948
None,94,1768
None,95,143
None,95,710
None,95,1151
None,95,1692
None,96,960
None,98,640
None,98,1556
None,100,1727
None,101,1615
None,102,1305
None,103,490
None,103,536
None,103,743
None,103,1503
None,103,1995
None,107,1880
None,108,1071
None,109,1671
None,110,1762
None,111,711
None,111,970
None,111,1279
None,111,1623
None,111,1743
None,112,905
None,115,1910
None,118,1176
None,118,1941
None,119,1951
None,122,1969
None,123,550
None,123,974
None,123,1798
None,124,601
None,124,946
None,127,1688
None,127,1839
None,127,1871
None,127,1920
None,128,808
None,128,1135
None,128,1284
None,130,423
None,130,1832
None,131,1657
None,134,1191
None,134,1625
None,134,1898
None,136,1262
None,136,1602
None,136,1680
None,138,1713
None,139,1304
None,140,939
None,141,1226
None,143,1062
None,143,1831
None,144,599
None,146,1776
None,150,1204
None,150,1999
None,151,47
None,151,659
None,151,838
None,151,1620
None,151,1856
None,152,504
None,152,1647
None,152,1791
None,154,1721
None,155,1911
None,156,1178
None,156,1678
None,158,431
None,158,631
None,159,1510
None,159,1758
