V1,V2,V3
None,4,559
None,5,335
None,5,711
None,5,886
None,5,1183
None,5,1632
None,5,1647
None,6,1807
None,7,567
None,7,863
None,7,911
None,7,959
None,7,1919
None,8,951
None,8,1134
None,8,1958
None,14,1583
None,15,319
None,15,479
None,15,976
None,15,1166
None,15,1335
None,15,1727
None,22,1648
None,23,71
None,23,736
None,23,999
None,23,1343
None,23,1551
None,23,1559
None,24,959
None,30,1430
None,31,431
None,31,527
None,31,1191
None,31,1631
None,31,1959
None,32,1031
None,32,1887
None,39,223
None,39,854
None,39,911
None,39,999
None,39,1527
None,39,1608
None,46,1167
None,46,1463
None,46,1767
None,47,319
None,47,1039
None,47,1831
None,47,1855
None,48,1943
None,54,1768
None,55,79
None,56,1655
None,62,582
None,62,1862
None,63,231
None,63,903
None,63,1439
None,63,1655
None,63,1911
None,70,359
None,71,447
None,71,863
None,71,911
None,71,1615
None,71,1880
None,78,1231
None,79,199
None,79,495
None,79,751
None,79,1639
None,80,151
None,80,623
None,86,615
None,86,1143
None,87,72
None,87,79
None,87,279
None,87,383
None,87,784
None,87,1167
None,87,1502
None,87,1822
None,87,1983
None,88,311
None,88,1887
None,95,407
None,95,1504
None,95,1839
None,95,1983
None,96,1127
None,102,1911
None,103,1527
None,103,1863
None,110,719
None,110,1119
None,111,735
None,111,750
None,111,1655
None,111,1935
None,112,391
None,112,1032
None,112,1279
None,112,1478
None,119,367
None,119,775
None,119,967
None,119,1127
None,119,1232
None,120,1887
None,126,1959
None,127,503
None,127,743
None,127,935
None,127,1543
None,128,23
None,128,1567
None,135,254
None,135,407
None,135,1478
None,135,1551
None,135,1959
None,142,143
None,143,735
None,143,999
None,143,1079
None,143,1239
None,143,1902
None,151,87
None,151,136
None,151,287
None,151,710
None,151,1215
None,151,1447
None,151,1511
None,151,1959
None,152,1270
None,158,1039
None,159,55
None,159,711
None,159,920
None,159,1136
None,159,1407
None,159,1423
None,159,1511
None,160,1503
None,166,559
None,167,223
None,167,398
None,167,840
None,167,919
None,167,1055
None,167,1456
None,167,1943
None,174,1734
None,175,207
None,175,310
None,175,607
None,175,1960
None,182,144
None,182,943
None,182,1840
None,182,1951
None,183,199
None,183,519
None,183,1367
None,183,1439
None,183,1672
None,183,1855
None,183,1943
None,184,8
None,184,239
None,190,1488
None,191,55
None,191,287
None,191,367
None,191,824
None,191,1255
None,192,1831
None,198,1663
None,199,143
None,199,223
None,199,631
None,199,1191
None,199,1263
None,199,1646
None,199,1719
None,206,1335
None,206,1783
None,207,175
None,207,582
None,207,1167
None,207,1255
None,207,1319
None,207,1446
None,207,1647
None,208,1903
None,214,703
None,215,1135
None,215,1183
None,215,1559
None,215,1831
None,215,1904
None,216,502
None,216,1423
None,222,1415
None,223,528
None,223,567
None,223,1751
None,223,1823
None,224,448
None,224,943
None,230,136
None,230,151
None,231,430
None,231,663
None,231,911
None,231,1296
None,231,1559
None,231,1672
None,232,1655
None,239,167
None,239,335
None,239,518
None,239,534
None,239,895
None,239,1006
None,239,1695
None,247,719
None,247,847
None,247,1086
None,247,1175
None,247,1383
None,247,1703
None,248,799
None,248,1455
None,254,951
None,255,110
None,255,166
None,255,231
None,255,367
None,255,903
None,255,1343
None,255,1479
None,255,1519
None,256,1503
None,262,367
None,263,119
None,263,327
None,263,454
None,263,639
None,263,751
None,263,991
None,263,1327
None,263,1695
None,263,1734
None,263,1903
None,264,1055
None,270,1223
None,270,1271
None,271,135
None,271,319
None,271,463
None,271,495
None,271,895
None,271,935
None,271,1982
None,278,175
None,278,1711
None,279,574
None,279,1231
None,279,1311
None,279,1952
None,280,744
None,287,255
None,287,463
None,287,1391
None,287,1560
None,287,1679
None,287,1775
None,288,359
None,288,559
None,294,343
None,295,199
None,295,368
None,295,1071
None,295,1334
None,295,1751
None,296,1120
None,296,1399
None,303,591
None,303,719
None,303,735
None,303,1014
None,303,1287
None,304,104
None,304,519
None,304,799
None,310,1263
None,310,1375
None,311,127
None,311,143
None,311,239
None,311,384
None,311,680
None,311,719
None,311,1511
None,311,1655
None,311,1687
None,311,1927
None,318,1679
None,319,887
None,319,1047
None,319,1376
None,319,1383
None,319,1407
None,319,1927
None,320,936
None,326,1888
None,327,216
None,327,518
None,327,768
None,327,1167
None,327,1192
None,327,1239
None,327,1472
None,327,1567
None,327,1919
None,335,6
None,335,103
None,335,351
None,335,774
None,335,855
None,335,1239
None,336,847
None,342,543
None,342,704
None,343,262
None,343,303
None,343,559
None,343,719
None,343,1360
None,343,1624
None,343,1670
None,344,463
None,350,544
None,350,1231
None,351,87
None,351,622
None,351,879
None,351,1007
None,351,1183
None,351,1503
None,351,1639
None,351,1736
None,351,1887
None,351,1902
None,351,1912
None,352,1583
None,352,1822
None,359,119
None,359,695
None,359,951
None,360,1303
None,366,223
None,366,1480
None,367,583
None,367,1151
None,367,1487
None,367,1647
None,374,368
None,375,303
None,375,1079
None,375,1679
None,376,615
None,382,359
None,382,543
None,383,55
None,383,174
None,383,215
None,383,799
None,383,1575
None,383,1767
None,383,1943
None,384,886
None,390,919
None,391,735
None,391,1055
None,391,1151
None,391,1664
None,391,1839
None,391,1888
None,391,1967
None,392,1511
None,398,1439
None,399,702
None,399,1023
None,406,447
None,406,1863
None,407,55
None,407,135
None,407,143
None,407,152
None,407,511
None,407,1318
None,407,1352
None,407,1623
None,407,1671
None,407,1934
None,414,447
None,414,1855
None,414,1895
None,414,1942
None,415,335
None,415,495
None,415,735
None,415,816
None,415,1143
None,416,1415
None,422,1551
None,422,1640
None,422,1751
None,423,87
None,423,95
None,423,350
None,423,407
None,423,422
None,423,495
None,423,1080
None,423,1327
None,423,1398
None,423,1568
None,424,943
None,424,1263
None,424,1863
None,427,563
None,431,247
None,431,1215
None,431,1679
None,431,1791
None,433,679
None,438,1391
None,439,424
None,439,1407
None,439,1719
None,439,1886
None,439,1943
None,440,783
None,440,1191
None,447,263
None,447,359
None,448,1367
None,454,111
None,454,152
None,454,471
None,455,6
None,455,575
None,455,927
None,455,999
None,455,1567
None,456,31
None,456,823
None,462,815
None,462,895
None,462,1639
None,463,584
None,463,951
None,463,1223
None,463,1343
None,463,1551
None,463,1599
None,463,1735
None,471,255
None,471,407
None,471,1143
None,471,1239
None,471,1279
None,471,1752
None,471,1783
None,471,1840
None,472,175
None,479,31
None,479,247
None,479,416
None,479,504
None,479,966
None,479,975
None,479,1959
None,480,1151
None,480,1839
None,486,1263
None,487,255
None,487,327
None,487,343
None,487,695
None,488,563
None,488,604
None,494,112
None,494,919
None,495,727
None,495,1718
None,496,1231
None,502,239
None,502,639
None,502,815
None,502,1351
None,502,1664
None,502,1943
None,503,54
None,503,320
None,503,399
None,503,791
None,503,1255
None,503,1775
None,510,1287
None,510,1494
None,510,1799
None,511,511
None,511,791
None,511,872
None,511,1464
None,511,1712
None,512,487
None,512,1791
None,518,783
None,519,791
None,519,912
None,519,1264
None,519,1600
None,520,1031
None,520,1375
None,526,208
None,527,151
None,527,775
None,527,1567
None,527,1646
None,527,1759
None,528,1199
None,535,391
None,535,399
None,535,703
None,535,1111
None,535,1439
None,535,1855
None,536,135
None,536,1679
None,543,231
None,543,392
None,543,479
None,543,718
None,543,846
None,543,1078
None,543,1232
None,543,1791
None,544,1151
None,550,1647
None,551,207
None,551,271
None,551,440
None,551,719
None,551,759
None,551,1264
None,551,1327
None,551,1559
None,551,1839
None,552,423
None,552,1863
None,558,407
None,558,422
None,558,439
None,559,215
None,559,1567
None,566,383
None,567,56
None,567,376
None,567,398
None,567,422
None,567,559
None,567,607
None,567,1447
